invest_opinion,price_goal,reporter,titles,contents,dates
BUY,"675,000",현대차증권 강동진,LG에너지솔루션 A373220 -수요 우려 지나치다.,"투자포인트 및 결론
- 주요이슈 및 실적전망",2023/01/03
BUY,"50,000",한화투자증권 송유림,DL이앤씨 A375500 -위험을 수용하는 자세,"4Q22 Preview: 영업이익, 시장 기대치 하회 예상
- 주택엔 보수적, 플랜트엔 적극적",2023/01/03
,,IR큐더스 유예지,인벤티지랩 A389470 -약물전달기술 플랫폼 기업,"다양한 개량신약 파이프라인 사업 가시화
- 안정적인 플랫폼을 기반으로 한 다각화된 수익구조 모델 구축",2023/01/03
,,KB증권 성현동,티이엠씨 A425040 -반도체 공정용 특수가스 제조사,"티이엠씨는 2015년 설립된 반도체 공정용 특수가스 제조 기업
- 연결 대상 종속 기업으로는 산업용 가스 제조 및 판매 사업을 영위하는 에어머트리얼즈 (지분율 60.7%)와 공정설비 설계/공사 사업을 영위하는 티이엔지 (지분율 70.0%) 등이 있음",2023/01/03
BUY,"45,000",하나증권 김승준,현대건설 A000720 -마진 우려를 뛰어넘는 해외 수주를 기대,"해외로 더해지는 실적
- 매출 증가는 확실한데, 이익이 관건",2023/01/04
BUY,"280,000",KB증권 강승건 외2,삼성화재 A000810 -4Q22 Preview: 비용 부담 축소와 손해율 개선,"투자의견 Buy 유지, 목표주가 280,000원으로 3.7% 상향
- 4Q22 별도기준 순이익 1,035억원으로 전년동기대비 27.2% 증가. 컨센서스 15.3% 하회",2023/01/04
BUY,"39,000",흥국증권 박종렬,한화 A000880 -위기를 기회로 활용,"22년 영업이익 3.4조원(+16.2% YoY) 사상 최대치 기록
- 다양한 사업 포트폴리오로 올해 영업실적도 문제없다",2023/01/04
BUY,"35,000",한화투자증권 김형수,JW중외제약 A001060 -매수로 대응해야 할 물장수의 변신,"2022년은 아름다운 마무리
- 헴리브라 급여확대는 Game Changer",2023/01/04
BUY,"42,000",KB증권 강승건 외2,현대해상 A001450 -4Q22 Preview: 위험손해율 개선을 바탕으로 우수한 실적,"투자의견 Buy, 목표주가 42,000원 유지 보험업종 최선호 종목 유지
- 4Q22 별도기준 순이익 715억원으로 컨센서스 24.4% 상회, 전년동기대비 41.1% 증가한 수준",2023/01/04
BUY,"30,000",한화투자증권 박수영,대한항공 A003490 -예상보다 더 빠르다,"낯선 컨센서스 하회, 그러나 여전히 팬데믹 이전보단 높은 실적
- 여객 매출액 회복보다 도드라지는 화물 P?Q 동반 하락",2023/01/04
BUY,"45,000",삼성증권 백재승,현대제철 A004020 -시황 회복 가시화 시 낮은 valuation 매력 부각될 것,"4Q22 연결기준 영업손익은 전분기 대비 적자 전환한 65억 원의 손실로, 컨센서스 하회 예상
- 노조의 부분 파업과 화물연대 파업 등으로 생산 및 판매량이 예상을 하회한 것이 부진한 실적 원인으로 작용했을 것. 에너지 비용 증가는 실적 위축의 또다른 원인 예상",2023/01/04
BUY,"45,000",삼성증권 백재승,현대제철 A004020 -Market turnaround and earnings recovery essential,"4Q preview?production and sales volumes contract q-q unexpectedly
- Market turnaround and earnings recovery essential",2023/01/04
BUY,"330,000",키움증권 박상준,신세계 A004170 -백화점 보다 면세점을 봐야 할 때,"4Q22 영업이익 1,978억원으로 시장 기대치 하회 ？망
- 백화점 보다 면세점을 봐야 ？ 때",2023/01/04
BUY,"390,000",삼성증권 백재승,POSCO홀딩스 A005490 -Needs to focus on gradual earnings improvement,"Operating results insipid until 4Q22, but market conditions to pick up gradually
- Energy costs may rise; shares must price in market turnaround, value of new operations",2023/01/04
BUY,"410,000",현대차증권 박현욱,POSCO홀딩스 A005490 -4Q22가 분기 실적 저점이 될 것,"투자포인트 및 결론
- 주요이슈 및 실적전망",2023/01/04
BUY,"390,000",삼성증권 백재승,POSCO홀딩스 A005490 -단기 실적 부진보다 전반적인 시황 회복 가능성이 더 중요,"4Q22 연결기준 영업이익은 4,511억 원으로, 컨센서스 44% 하회 예상
- 4분기 포항공장 침수사고에 대한 일회성 비용 증가와 함께 예상 대비 더 부진했던 시황으로 인한 스프레드 위축 예상",2023/01/04
BUY,"86,500",KB증권 강승건 외2,"DB손해보험 A005830 -4Q22 Preview: 차별화된 성장 지속, 우수한 실적으로 평가","투자의견 Buy 유지, 목표주가 86,500원으로 3.0% 상향 보험업종 최선호 종목
- 4Q22 별도기준 순이익 1,070억원으로 전년동기대비 18.2% 감소, 컨센서스를 12.5% 하회",2023/01/04
BUY,"73,000",키움증권 박유악,삼성전자 A005930 -Rock bottom 수준에 다시 근접한 주가,"4Q22 실적, 기대치 하회 예상
- 1Q23 영업이익 4.7조원 전망",2023/01/04
BUY,"100,000",키움증권 김지산,LS A006260 -불확실한 시기 투자 대안,"4분기 실적도 양호할 듯, 전력망 인프라 투자 수혜
- 전선 해저케이블, 엠트론 트랙터, MnM 제련수수료 주목",2023/01/04
NEUTRAL,"23,000",하나증권 김승준,GS건설 A006360 -도시정비가 힘을 발휘할 때,"마지막 희망은 도시정비
- 2023년 실적은 증가하지만, 2024년은 보수적으로 접근",2023/01/04
BUY,"820,000",하이투자증권 정원석,삼성SDI A006400 -2023년 북미 배터리 신공장 증설 가시화 전망,"4Q22 실적 시장 기대치 하회할 전망이나 전기차 배터리 수요는 견조
- 2023년에도 프리미엄 전기차 시장 성장으로 실적 증가세 지속될 전망",2023/01/04
BUY,"86,000",교보증권 안유동,HD한국조선해양 A009540 -2023년 업황 간담회 내용 및 Q&A 정리,"조선부문 자회사 합산 기준 수주 가이던스, 전년 수주액 대비 -33.8% 낮춰 제시
- 다만, 매출액은 기확보한 수주잔고가 매출로 인식되며 전년대비 26.4% 성장할 것",2023/01/04
매수,"110,000",신한투자증권 이동헌,HD한국조선해양 A009540 -Withdrawal of subsidiary’s IPO is a positive,"2023 guidance: Solid market conditions despite order declines
- Acquisition of Hyundai Samho Heavy Industries shares",2023/01/04
BUY,"100,000",다올투자증권 최광식,HD한국조선해양 A009540 -가장 핫할 현대삼호중공업이 도드라짐,"IMM PE와 현대삼호중공업의 상장의무 해소 합의의 모멘텀
- 한국조선해양은 조선 중간 지주사로서 NAV 60% 할인을 받아왔는데, 현대삼호중공업 IPO 계획이 철회되면서 NAV 할인율을 45%(삼호할인율 0%)로 축소해 적정주가를 10만원으로 상향",2023/01/04
매수,"110,000",신한투자증권 이동헌,HD한국조선해양 A009540 -삼호중공업 상장 철회의 단비,"2023년 온라인 경영계획 간담회 진행; 수주 감소에도 견조한 업황
- 현대삼호중공업 지분 매입 공시",2023/01/04
BUY,"690,000",유안타증권 이현수,고려아연 A010130 -지켜낼 판매량 가이던스,"4Q22(E): 영업이익 2,380억원 추정 (yoy -17%, qoq +58%)
- 2023년, 아연 정광 BM TC 280달러/톤 추정",2023/01/04
BUY,"690,000",유안타증권 이현수,고려아연 A010130 -Likely meets sales guidance,"4Q22 OP estimated at W238bn (-17% YoY, +58% QoQ)
- 2023 zinc concentrate benchmark TC estimated at $280/tonne",2023/01/04
BUY,"130,000",하이투자증권 전유진,S-Oil A010950 -Oil-4분기 외부요인으로 인한 아쉬운 실적,"4Q22 Preview: 영업손익 -1,059 억원 적자전환 예상
- 2 월 EU 의 러시아산 석유제품 수입금지 이슈에 주목",2023/01/04
BUY,"400,000",DB금융투자 권성률,"LG이노텍 A011070 -다 같은 환경이라면, 누구?","광학솔루션 스펙업이 23년 실적 주도
- 이연된 수요는 23년 시작을 보다 쉽게 풀어줄 수 있어",2023/01/04
중립,,한국투자증권 백두산,기업은행 A024110 -NIM 상승은 긍정적,"견조한 NIM 상승
- 충당금은 2분기와 마찬가지로 보수적 적립:",2023/01/04
BUY,"36,000",하나증권 김승준,삼성엔지니어링 A028050 -올해 3만원 이상 갈 종목,"체질변화가 이끌 실적 우상향
- 2023년은 쉬어가고, 2024년은 성장하고",2023/01/04
BUY,"88,000",KB증권 강승건 외2,"삼성생명 A032830 -4Q22 Preview: 예정된 처분이익, IFRS17 이후가 더 중요","투자의견 Buy 유지, 목표주가 88,000원으로 11.4% 상향 보험업종 최선호종목 유지
- 4Q22 연결기준 순이익은 5,105억원으로 컨센서스를 14.9% 하회 전년동기대비 190.7% 증가한 수준",2023/01/04
BUY,"33,000",대신증권 박강호,자화전자 A033240 -Apple to add boost in 2023,"BUY; 6M TP maintained at W33,000
- Strong revenue growth ahead, with 65% estimated growth in 2023 and 72% in 2024",2023/01/04
BUY,"33,000",대신증권 박강호,"자화전자 A033240 -2023년 애플과 동행, 다시 고성장 구간에 진입","매출은 2023년  65%(yoy), 2024년 72%(yoy) 증가 추정, 고성장 진입",2023/01/04
BUY,"60,000",흥국증권 황성진,SBS A034120 -본원적인 기초체력 입증될 23년,"손상차손 선인식 효과 사라지는 23년, 이익 기초체력 입증
- 22년 4분기 월드컵 및 드라마 시청률 회복 효과",2023/01/04
매수,"16,500",한국투자증권 김정환,LG디스플레이 A034220 -4Q22 Preview: 늦어지는 IT패널 출하 회복,"영업적자 지속, 컨센서스 하회 추정
- 23년 하반기 흑자 전환. 다만 연간 적자는 지속",2023/01/04
BUY,"76,000",현대차증권 김현용,카카오 A035720 -카카오톡과 카카오엔터가 이끄는 2023,"4분기 OP 1,404억원으로 광고/게임 매출 약세에도 일회성 보상비용 감안시 실적 선전 전망
- 4분기 플랫폼: 독야청청 모빌리티, 양호했던 커머스, 그리고 아쉬운 광고 및 페이",2023/01/04
BUY,"120,000",KB증권 최용현,CJ ENM A035760 -2023년 커머스 빼고 모두 성장 가능,"투자의견 Buy 유지 목표주가 120,000원 상향
- 4Q22 Preview:  Fifth season 작품 증가",2023/01/04
매수,"84,000",IBK투자증권 이환욱,JYP Ent. A035900 -흠 잡을 데가 없다,"4Q22 예상 매출액 +181.7% yoy, 영업이익 +100.1% yoy
- 더욱 풍성해지는 아티스트 포트폴리오",2023/01/04
매수,"110,000",IBK투자증권 이환욱,에스엠 A041510 -이상적인 신구 IP의 조화,"4Q22 예상 매출액 +3.3% yoy, 영업이익 +44.1% yoy
- 성장성과 수익성 동반 확대 예상",2023/01/04
NEUTRAL,"4,500",하나증권 김승준,대우건설 A047040 -피할 수 없는 실적 감소,"정체된 성장
- 2023년부터 조금씩 정체",2023/01/04
매수,"190,000",미래에셋증권 김충현,오스템임플란트 A048260 -중국 VBP 최대 수혜주,"매출 및 영업이익 모두 시장 기대치 부합하는 실적 예상
- 목표주가 190,000원 및 매수의견 유지",2023/01/04
적극매수,"73,000",IBK투자증권 남성현,CJ프레시웨이 A051500 -2023년 기대해,"2023년에도 영업실적 개선이 가능한 이유
- 2023년 영업이익 1,380억 원 예상. 전년대비 +30.3% 성장",2023/01/04
매수,"54,000",한국투자증권 백두산,신한지주 A055550 -일시적 NIM 부진에도 저력을 보여줄 것,"일회성 손실 반영으로 순이익은 컨센서스 16% 하회
- 4분기 NIM은 부진",2023/01/04
BUY,"120,000",DB금융투자 권성률,LG전자 A066570 -23년을 바라보는 복잡한 눈,"쉽지 않은 환경에서 23년 영업상 이익 증가가 기대
- 험난했던 4Q22 이제는 뒤로",2023/01/04
매수,"100,000",한국투자증권 정호윤,아프리카TV A067160 -4Q22 Preview: 반등에는 이유가 필요하다,"일회성 비용 영향으로 실적 부진 전망
- 우려요인들이 크게 부각되고 있는 상황",2023/01/04
Not Rated,,SK증권 이소중,웹젠 A069080 -밸류에이션 최하단에서 재평가 기대,"밸류에이션 최하단 PER 8 배 수준
- 개발 중인 뮤 IP 기반 MMORPG 신작 주목",2023/01/04
매수,"220,000",신한투자증권 장세훈,대웅제약 A069620 -쉬어가는 구간,"4Q22 Pre: 나보타 매출 감소와 비용 증가로 컨센서스 하회 전망
- 2023년 추가 실적 성장 포인트 다수. 비용 수준은 고려 필요",2023/01/04
매수,"220,000",신한투자증권 장세훈,대웅제약 A069620 -Taking a breather,"4Q preview: OP to fall short on Nabota sales decline & cost hikes
- 2023 outlook: Ample growth drivers, but costs to remain an issue",2023/01/04
BUY,"100,000",흥국증권 박종렬,현대백화점 A069960 -성장을 위한 아름다운 변화,"4Q OP 1,267억원(+34.5% YoY), ‘22년 백화점 고군분투
- 2023년 백화점이 끌고, 지누스와 면세점이 밀고",2023/01/04
BUY,"25,000",이베스트투자증권 안진아,모두투어 A080160 -국제선 공급 확대에 거는 기대,"4Q22 기점 해외 송객인원 증가
- 2023년 송출객 정상화 예상",2023/01/04
BUY,"5,800",KB증권 강승건 외2,동양생명 A082640 -4Q22 Preview: 비용 부담 급증에 따라 부진한 실적 전망,"투자의견 Buy 유지, 목표주가는 5,800원으로 9.4% 하향
- 4Q22 별도기준 순이익 -448억원으로 적자전환 전망",2023/01/04
매수,"62,000",한국투자증권 백두산,하나금융지주 A086790 -탑픽으로 새롭게 제시,"순이익은 컨센서스 12% 상회
- NIM은 전분기대비 13bp 개선",2023/01/04
매수,"50,000",BNK투자증권 김인,하나금융지주 A086790 -2022년(E)에 이어 2023년(E)에도 최대실적 지속될 전망,"4Q22 Preview: 보수적 이익추정과 비용선반영에도 양호한 실적 예상
- 투자의견 매수 및 목표주가 50,000원 유지",2023/01/04
BUY,"3,200",KB증권 강승건 외2,한화생명 A088350 -4Q22 Preview: IFRS17이후 수익구조 안정화에 주목,"투자의견을 Buy로 상향하고 목표주가 역시 3,200원으로 28.0% 상향
- 4Q22 별도 기준 순이익 1,374억원으로 컨센서스를 21.1% 하회, 전년동기대비 142.6% 증가 전망",2023/01/04
HOLD,"16,000",한화투자증권 박수영,제주항공 A089590 -적정 시가총액 1.4조원,"4분기 턴어라운드
- 1분기까지도 일본+동남아 여객 수요 강하게 나타날 것",2023/01/04
BUY,"45,000",유안타증권 이현수,"풍산 A103140 -방산 수출 국가, 변화 감지","4Q22(E): 연결 영업이익 570억원 추정 (yoy -12%, qoq +90%)
- 탄탄한 방산 매출 이끌 수출",2023/01/04
BUY,"45,000",유안타증권 이현수,풍산 A103140 -Non-US defense exports promising,"4Q22 consolidated OP estimated at W57bn (-12% YoY, +90% QoQ)
- Exports to drive decent defense sales",2023/01/04
매수,"64,000",한국투자증권 백두산,KB금융 A105560 -현명하게 돌파,"순이익 7,747억원으로 컨센서스 하회 전망
- 아쉬운 NIM 3bp 개선",2023/01/04
매수,"60,000",IBK투자증권 이환욱,와이지엔터테인먼트 A122870 -히트 메이커가 돌아온다,"4Q22 예상 매출액 +66.3% yoy, 영업이익 +664.5% yoy
- 변수는 많지만 올해 실적도 긍정 전망",2023/01/04
Not Rated,,키움증권 오현진,하이비젼시스템 A126700 -구조적 성장의 초입,"원천 기술을 갖춘 검사 장비 전문 업체
- 23년, 신규 장비 및 전방 산업 다각화가 이끄는 성장",2023/01/04
Not Rated,,DB금융투자 유경하,대성하이텍 A129920 -Post-IPO) 역풍을 거슬러,"공작기계 산업의 글로벌 히든 챔피언
- 뜯어보면 올해 실적 나쁘지 않다",2023/01/04
